msgid	msguser	msgtext	replyid	replyuser	replytext
527521978781933568	163730859	. [MENTION] well we just want it to have the same info that our current banner has and the icon can be anything door	527522364704051200	163730859	I meant to say dope quit harassing me for grammatical mistakes u douches
527523117007372288	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] plzcam [URL]	527527153500688384	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] DONT GIVE UP BABES WE WILL
527523117007372288	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] plzcam [URL]	527529343397146624	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] AGHH IM SCREAMING CMONN
527527701083881472	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]	527529066761830400	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [URL]
527529343397146624	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] AGHH IM SCREAMING CMONN	527529679612575744	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] KEEP GOINNNN
527535815904473088	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] ALEXANDRA JOIN MADNESS	527537030197415936	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] yall dead ?!?!?
527541114975178752	1906234147	. [MENTION] ok I'm glad we are on the same page	527541530878558208	2831619003	[MENTION] [MENTION] what do you think of Brazilian girls ? xx
527541114975178752	1906234147	. [MENTION] ok I'm glad we are on the same page	527541683484131328	2831619003	[MENTION] [MENTION] what do you think of Brazilian girls ? xx
527541114975178752	1906234147	. [MENTION] ok I'm glad we are on the same page	527541737053765632	2831619003	[MENTION] [MENTION] pls matthew
527541114975178752	1906234147	. [MENTION] ok I'm glad we are on the same page	527541798710038528	2831619003	[MENTION] [MENTION] what do you think of Brazilian girls ? xx8789
527544174464479232	2419851452	[MENTION] is tweeting and following all pretty girls and I'm just editing pics like .. [URL]	528950604446846976	2419851452	[MENTION] but this is my sucky edit of [MENTION] 😂 [URL]
527544524793335808	1906234147	Some of u only love me when I'm tweeting people . Iz ok tho bc I luv u all the time 😚	527546114418163712	68966191	[MENTION] hey follow me bye
527546271683198976	1906234147	Props to Taylor on the random rv project . I know how draining it is to travel continuously . Doin cool things man . Proud of u [MENTION]	527681338791723008	1396698397	.... [MENTION] thank you brother means the world to me ! Can't wait to see you !
527546562789273600	2482534992	Guys cams having an |AskCam maybe he will tell us if e lost his virginity or not everyone ask that	527546639213666304	2482534992	[MENTION] idek why I wanna know so bad 😂😂
527553307410460672	379408088	Going to do a follow spree if u post |SomethingBigIsHappeningNov10 ! Lets get it trending & we'll reveal the info on it today ! 😍	527554578028707840	68966191	[MENTION] |SomethingBigIsHappeningNov10 |SomethingBigIsHappeningNov10 |SomethingBigIsHappeningNov10 |SomethingBigIsHappeningNov10
527586115377586176	278328390	? [URL]	527586242662526976	2225825663	[MENTION] da fuq
527607224701825024	2831619003	nao sei se voto no p9 no JB no 1D no 5sos ou na miley , vida de fã é fificil |JOVEMDOANOP9 |PJB	527607300794900480	2831619003	[MENTION] dificil *
527614632450883584	2482534992	[MENTION] |AskCam are you a virgin x56	527615611594346496	2482534992	[MENTION] please answer my fucking question
527616756970704896	2482534992	Clearly cams not gonna answer my question [MENTION] |AskCam	527616806023077888	2482534992	[MENTION] do you see what I did There
527660478743740416	2482534992	No need to get all defensive guys cameron is simply stating that not everyone needs to go to school some of the most successful people in-	527660677255950336	2482534992	Life don't go he's not telling you not to but you shouldn't be looked down upon if you didn't go to school
527680776893366272	1396698397	Who lives in Europe ?	527686964368388096	68966191	[MENTION] caribbean !! come to dominican republic pleaaaaseee !!
527700639024177152	1396698397	.. [MENTION] I think its 8 other people	527718654004449280	1396698397	... [MENTION] 11 *
527786492945784832	330705266	Good morning ❤ ️	527786777957138432	2566565666	[MENTION] good morning qt
527833844016504832	379408088	[MENTION] i feel u	527860319709057024	68966191	[MENTION] [MENTION] .... bloom clap the sound of my heart the beat goes on and on and on and on and boom clap ...
527921045974446080	1906234147	Are their dogs that don't become adult dogs and they just stay puppies forever	527921109736632320	2825905798	[MENTION] [URL]
527922458955755520	278328390	Hey [MENTION] I just noticed we're both online at the same time .... sup .	527930745294028800	1906234147	. [MENTION] hola me llamo Es Mateo Espinosa . Me gusta queso
527923979617443840	163730859	Like straight up ur a lil bitch if you hide behind an anonymous account and talk shit . Plain and Simple . It's just embarrassing .	527925290194833408	1906234147	. [MENTION] when r u coming back . He misses u [URL]
528008978836779008	330705266	Nothing to do on Halloween 😂😢👹🎃	528009247670300672	30892730	[MENTION] gotta roll back to LA
528008978836779008	330705266	Nothing to do on Halloween 😂😢👹🎃	528174602053488640	1328060750	[MENTION] come watch films with me ?
528050463355445248	1396698397	Europe might wanna be excited I don't know why though	528115141804425216	1328060750	[MENTION] omg😭 yes your coming to Europe
528070211942248448	1705991035	talent is eternal	528070299380899840	2541854413	[MENTION] so is my love for cameron
528070299380899840	2541854413	[MENTION] so is my love for cameron	528070460253413376	2541854413	[MENTION] that was smooth
528263935422889984	330705266	[URL]	529058508759912448	2825905798	[MENTION] wait isn't that the same bear cam humped ?
528272762846990336	840897602	You guys gotta check out [MENTION] & [MENTION] music video to Wild Life ! So proud of you guys . |WildLife 👉 [URL]	528421210858590208	163730859	. [MENTION] thanks boss !
528286503110447104	2482534992	I think of Nash in like a best friend kind if way	528286530528628736	2482534992	[MENTION] of ***
528288078033850368	379408088	May be doing something really cool for u to be able to unlock the single early next week ! 🙆 |GetSomethingBigEarly	528290819695181824	379408088	Post |GetSomethingBigEarly & if we get enough mentions this weekend u may be able to unlock the single next week ! 😊 [URL]
528313627527241728	1088207396	don't know what to be for Halloween ? how about my girlfriend	528313784683986944	841076833	“ [MENTION] : don't know what to be for Halloween ? how about my girlfriend ” Okay 😏😚
528319386348961792	363961928	I wouldn't be verified if it wasn't for you guys so thank you 😊 love you all ❤ ️	528319767892217856	2582957044	[MENTION] ily2
528323927106662400	2825905798	Nash , where u at ? [MENTION] [URL]	528324050947694592	2825905798	[MENTION] even my fatass of a cat is waiting for you
528344935523561472	1088207396	where did this random coldness come from😳😍	528345120736047104	2419851452	[MENTION] oh you just touched my soul .. no biggie
528378855099072512	363961928	The homie [MENTION] [URL]	528379410471452672	2419851452	[MENTION] CARTER STYLE YOUR QUIFF AGAIN I'M FIGHTING THE URGE TO COME FLUFF YOUR HAIR 😍
528397039101427712	30495613	Ok last picture I promise but HAPPY HALLOWEEN 💋 [URL]	528397515121778688	68966191	[MENTION] i loveeeeee your costumeee andrea you look amazing !! happy halloween
528636295120441344	330705266	[MENTION] I'd love that	528636976719990784	330705266	[MENTION] 😂😂haha ily that made me laugh
528656649582428160	1906234147	I'm a blessed kid to have u all in my life . And I can't hank u enough for that	528657016198529024	2825905798	[MENTION] matts next tweet will be him correction the fact he said " hanks "
528726104874692608	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] NASH WERE ALL IN A BIG GROUP ABOUT YOU	528727907431383040	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] NASH'S LANE IS HOT AF
528727177043656704	2419851452	Mark my words either [MENTION] or [MENTION] are winning this years x factor . Remember this tweet .	528727691181436928	2419851452	[MENTION] [MENTION] but [MENTION] has a very good shot too tho xx
528728474568359936	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] I wear the pants in this relationship	528729117882347520	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] idk I ship it babe
528729271133818880	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] I'm gonna make you feel alright	528730424651317248	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] notice us b4 we all get ebola
528732303561089024	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] I hate ketchup too😏	528733489227890688	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] babe
528733662863716352	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] is your dad a baker cuz you have a nice set of buns	528735703568748544	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] sigh I guess he's not gonna notice
528733662863716352	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] is your dad a baker cuz you have a nice set of buns	528735966539055104	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] which one are you [URL]
528736214795710464	2566565666	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] prob he's a little handsy😏	529071049577877504	2566565666	WERE ALL SCREAMING BC [MENTION] WENT UP ON STAGE W/ [MENTION] [URL]
528738547378180096	330705266	yo te miro se me corta la respiacion	528738624746295296	2566565666	[MENTION] que pasa ?
528738547378180096	330705266	yo te miro se me corta la respiacion	528738668815859712	2566565666	[MENTION] me llama lilly
528738547378180096	330705266	yo te miro se me corta la respiacion	528740383678009344	330705266	[MENTION] noche de dia
528738547378180096	330705266	yo te miro se me corta la respiacion	528740969899114496	330705266	Me gusta cuando ... Fill the rest
528738547378180096	330705266	yo te miro se me corta la respiacion	528746844021862400	68966191	[MENTION] yo te miro Y * se me corta la respiracion
528740383678009344	330705266	[MENTION] noche de dia	528740534165458944	2541854413	[MENTION] IR NOT MEXICAN
528741439992512512	330705266	Yo quiero tu	528741617805832192	467781586	[MENTION] PENE
528746297562390528	840897602	IM COMING TO FIND YOU [MENTION] !	528746833385099264	1705991035	I'm wearing a slice of bread costume with jelly in it !!!!!! - “ [MENTION] : IM COMING TO FIND YOU [MENTION] ! ”
528748025959550976	382402366	I miss my friends from Omaha 😥	528748086173368320	2566565666	[MENTION] I miss you😪
528984149411901440	30495613	ONE TIME ME MY DAD AND MY FRIEND CARA WERE AT A CONCERT AND COULDNT FIND MY MOM THEN NEXT THING I KNEW SHE WAS ON THE STAGE WITH NEON TREES	528984489297342464	30495613	[MENTION] this happened years ago but I still think it's one of the funniest things I've ever seen . Hope u all enjoyed story time hahah
528989554695364608	382402366	Just ran on the treadmill for the first time in like 3	528989639462227968	2566565666	[MENTION] who runs
528998519277752320	1906234147	I just hate days like these	528998803433455616	2566565666	[MENTION] you ok ?
529036226766979072	278328390	High key wanna tour international with this new album coming in December	529036317066559488	2566565666	[MENTION] COME TO OKC
529036226766979072	278328390	High key wanna tour international with this new album coming in December	529044614792364032	484961764	[MENTION] come to the uk
529036226766979072	278328390	High key wanna tour international with this new album coming in December	529045302414966784	2225825663	“ [MENTION] : High key wanna tour international with this new album coming in December ” ireland is international btw
529043845229449216	278328390	Do we have any fans in the UK ?	529044615471849472	2225825663	[MENTION] ireland URSLAND ITELAND IRELAND IRELANBIRELAN
529043845229449216	278328390	Do we have any fans in the UK ?	529045172773224448	2225825663	[MENTION] YES U DO
529043845229449216	278328390	Do we have any fans in the UK ?	529045210463219712	2225825663	[MENTION] TES
529043845229449216	278328390	Do we have any fans in the UK ?	529045231556382720	2225825663	[MENTION] JACK YESM
529043845229449216	278328390	Do we have any fans in the UK ?	529045335478636544	2225825663	[MENTION] yes
529043845229449216	278328390	Do we have any fans in the UK ?	529045378411528192	2225825663	[MENTION] IM SO AHSJAJISOSNS
529043845229449216	278328390	Do we have any fans in the UK ?	529047293648191488	484961764	“ [MENTION] : Do we have any fans in the UK ? ” YES !!! You need to get your butts over here already 💕
529046023013150720	2482534992	I wear my cam sweatshirt to school like all the time and this one time this girl goes " omg I love your sweatshirt " so I go thx just-	529046272364544000	2482534992	Supporting my boyfriend so she gives me the dirtiest look and goes excuse me cams mine then all my friends like dragged me away from her
529050240079642624	363961928	I'm finally verified on Vine ! 😊	529050341216907264	1604280403	“ [MENTION] : I'm finally verified on Vine ! 😊 ” why
529051252575858688	1396698397	I'm in a place called Reno Nevada ... It's like a little Vegas so cool	529051585717235712	2684899689	[MENTION] OH EM GEE . YOURE SO CLOSE TO ME😭😭
529052892305846272	840897602	8th graders go out more than I do	529053031045029888	2419851452	[MENTION] THIS
529055941178949632	2482534992	Everyone take a chill pill go on warps read some fan fics and pretend your dating cam	529056148339830784	2482534992	that's what I do
529056590423674880	2482534992	This whole Alex from target thing will blow over sooner or later	529056685382701056	2482534992	I mean he's hot but has a girlfriend and works at traget
529057026450550784	163730859	I have hockey elbow	529057433621377024	2825905798	[MENTION] please tell me you play hockey
529068133571887104	840897602	I just want to be friends with Harry Styles .	529069320257945600	2419851452	[MENTION] we think alike so much . I actually strive to be like you
529106104660541440	1906234147	* starts bagging groceries and refreshes follower list and watch it go up *	529106251826073600	2825905798	[MENTION] shade thrown [MENTION]
529106104660541440	1906234147	* starts bagging groceries and refreshes follower list and watch it go up *	529106407657046016	2566565666	[MENTION] you wouldn't even have to bag groceries you could just sit there be cute
529107333050535936	330705266	Next thing you know there will be Joey from Walmart	529107515238531072	2566565666	[MENTION] nah joeys not a hot guy name it's gonna be Trevor or something
529107384262987776	1906234147	Yo I'm Matt from 711 waddup	529107684029902848	2566565666	[MENTION] * tips you $1849274 *
529108477399289856	1906234147	I never know what I want until it's my turn to order then I just get nervous and usually just get like pancakes or something . 😂	529108709449162752	2566565666	[MENTION] why order pancakes when you can order me for free
529109455518982144	1396698397	You ready though ?	529109538482700288	2566565666	[MENTION] I don't think your ready for okc😏
529111301797457920	1906234147	Shawn's the coziest guy alive	529112081560502272	379408088	[MENTION] thats right
529115585276575744	1906234147	Just think about how happy everyone would be if we didn't mind that someone else has a different opinion than us .	529115739375296512	2566565666	[MENTION] i love when you go on your little tweet sprees like this ☺ ️
529124902478295040	2419851452	[MENTION] but he does thoo his friends comfirmed it	529125014650769408	2419851452	[MENTION] wait ... what if the friend are fake as well ?! 😱
529153881239224320	363961928	. [MENTION] is a true friend	545838367695323136	2582231382	[MENTION] [MENTION] [MENTION] what happened ?
529380940011692032	379408088	Going to need everyone to tweet |GetSomethingBigNov7 & make this our biggest trend we've done yet so we can release the details ! 😍	529383675821961216	379408088	Follow spree if u tweet |GetSomethingBigNov7 ! Lets make it our biggest trend yet & we may get to move the release up [URL]
529394733907333120	1906234147	My favorite songs are the ones when I can listen to the lyrics and possibly learn something new from it . Teach through your art .	529394900551626752	2419851452	[MENTION] YOU LITERALLY JUST DESCRIBED SHAWN'S SONGSSS
529400794127556608	379408088	You guys are incredible ! |1 worldwide trend ! 😍 Are you ready for the info ?! [URL]	529400915414220800	1604280403	[MENTION] I was born ready
529406841462456320	363961928	“ [MENTION] : When Carter won't tweet me back [URL]���	550802597704388608	1335572448	[MENTION] [MENTION] he got mad for not leaving him alone as he eats his dog thx alot
529410094010601472	840897602	Hey ! DM SPREE ? 😊	529410395333984256	2419851452	[MENTION] wouldn't you have to follow me to do that ? :)
529443435145879552	363961928	Doing a follow spree sometime this week 😏	529443511209590784	2419851452	[MENTION] right now ? please ? :)
529459340596359168	1906234147	And a BIG thank you to all the lovely people I met on tour ! Always an amazing experience . You make this all possible .	529460232016371712	2566565666	[MENTION] i miss you [URL]
529462211119681536	2482534992	Wanna know my name ask [MENTION] he moans it every night	529462266086047744	2482534992	[MENTION] should I make this my bio
529640013596618752	379408088	You ready to hear the first snippet of Something Big today ?! 🙆 |GetSomethingBigNov7	529643329915338752	379408088	Lets get |GetSomethingBigNov7 back trending 😍 ! Only 3 more days ! We can do it !
529669633486249984	139539038	Up early for an adventure mateeey's ! Where's this mystery man off to ? 💀🌵 [URL]	529671953892667392	308297673	// [MENTION] is that my jacket bitch ass mofUcka
529717444374302720	163730859	GUYS I LOVE THE SUN ITS SO WARM	529717584590286848	484961764	[MENTION] it's so cold where I live
529717444374302720	163730859	GUYS I LOVE THE SUN ITS SO WARM	529718919670407168	2605929432	[MENTION] It's HOTT 🔥 just like u 😬 ☺ ️😉😉😉
529743522615025664	379408088	Ok DM'ing one of you now with the first snippet ! Last chance ! So keep posting |GetSomethingBigNov7 ! 😊	529745069482704896	379408088	[MENTION] check your DMs ! 😍
529772049799974912	278328390	Nash claims that all the guys steal his clothes , but in reality he just leaves his shit everywhere .	530151598341627904	1705991035	he wears my socks 😂 - “ [MENTION] : Nash claims that all the guys steal his clothes , but in reality he just leaves his shit everywhere . ”
529778641857560576	2419851452	[MENTION] I got my phone taken up for you please Brent I don't have an iphone😭	529781215436349440	2419851452	[MENTION] I give up 😔😭
529795944712122368	2419851452	Can someone spam [MENTION] for me while I go drown in my tears ?	529796219594219520	2419851452	[MENTION] no but serious my moms yelling at me to do chores😒 she obviously doesn't know Doubt Your Doubts came out today
529827255854587904	1906234147	|tbofromthegroovysmoothie [URL]	529827336511033344	2825905798	[MENTION] nice try
529833087921053696	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] WTH GENE CALM YOUR DICK	529833414128861184	2825905798	[MENTION] [MENTION] [MENTION] [MENTION] oh yeah I was too busy dealing with that BITCH GENE
529848223108976640	379408088	Gooooodnightt ❤ ️ ❤ ️	529849532583256064	1604280403	[MENTION] goodnight babe ❤ ️
529862662578900992	47846709	Hii	529863880097284096	47846709	[URL]
530018384558456832	379408088	SO PROUD OF MY BOYS !!! You guys rock ! [URL]	530097739443748864	55592183	[MENTION] 👍
530025351570018304	2482534992	I felt like my bio didn't make sense without my taking off my name	530025799832043520	2482534992	Or should I just put my nickname
530106506356588544	382402366	Goodmorning !	530106614909763584	1604280403	[MENTION] it's 4:17 pm
530120597502582784	1088207396	I haven't done a follow spree in a while ... 😛	530120669464649728	2419851452	[MENTION] PLEASE AARON ?
530124562642796544	379408088	Who wants this next snippet ?! |GetSomethingBigNov7 ! Midnight tomorrow night are you ready ?! 🙆😍	530125072133275648	2582957044	[MENTION] I do not want it 😏
530127363716415488	1088207396	I'll follow & dm more people later 😘	530127602905018368	2419851452	[MENTION] oh :(
530135517858263040	163730859	Everyone has a talent	530135567778869248	2541854413	[MENTION] Whats carters
530149884981018624	163730859	WHERE ARE YOU GUYS WTF	530149952538681344	2582957044	[MENTION] I'm here
530157351349673984	395706462	I think chase is at work 😒 so let me get the approval from the bae Brandi and she let me know of it's wack or not lol	530159350279446528	110288084	[MENTION] I'll let you know
530161384764362752	308297673	// R∃FLECTION [URL]	530164761070010368	139539038	,, [MENTION] hey man sorry I gave u a black eye . I honestly just hate when people touch my fruit snacks .. lesson learned its ok
530162886350348288	330705266	You mean the world to me	530717789766823936	1328060750	[MENTION] @ me next time bae😘
530164761070010368	139539038	,, [MENTION] hey man sorry I gave u a black eye . I honestly just hate when people touch my fruit snacks .. lesson learned its ok	530186739877281792	308297673	// [MENTION] at least I don't look like a surprised , hipster , mexican , tumblr boy w/ an afro in my twitter picture
530178196755324928	278328390	Guys I miss you :( come back to twitter	530181138254286848	1604280403	[MENTION] hi jack
530180464766504960	1088207396	so excited for these next couple weeks😜	530180619041374208	68966191	[MENTION] why ?
530188156901920768	363961928	Matt just got stabbed with a knife on accident ... I'm scared	530191189027213312	2671372639	[MENTION] WHAT . THE . FUCK .
530251688393732096	363961928	. [MENTION] is the funniest kid ever 😂	530421890922602496	1396698397	... [MENTION] hahaha good seeing you dude miss you !
530390854549372928	379408088	You guys rock ! 😍 Already trending worldwide ! |SomethingBigAtMidnight .. Lets keep it up !	530394625476157440	379408088	RT & tweet |SomethingBigAtMidnight to spread word that my single " Something Big " drops on iTunes at 12AM EST ! ✌️ [URL]
530430353551659008	379408088	Who's staying up with me tonight for |SomethingBigAtMidnight ?! [MENTION] has all the details : [URL] [URL]	530430482484576256	1604280403	[MENTION] [MENTION] me me me
530467577328578560	379408088	[MENTION] love u man ❤ ️	530467697591853056	1604280403	[MENTION] [MENTION] favs
530474979033624576	1906234147	What if I told u it has hoodies and yoga pants too	530475085992570880	1604280403	[MENTION] FINALLY SOMEONE HAS YOGA PANTS 😍😍
530474979033624576	1906234147	What if I told u it has hoodies and yoga pants too	530475358731386880	858126522	[MENTION] HELL MOTHER FRIKEN YES IM BUYING THEM BOTH
530474979033624576	1906234147	What if I told u it has hoodies and yoga pants too	530475750227738624	2419851452	[MENTION] honestly I would wear sweatpants if you wore them 😂
530478330144096256	163730859	What cities should we come to ?	530478397303296000	1604280403	[MENTION] MIAMI
530478330144096256	163730859	What cities should we come to ?	530478437191139328	1604280403	[MENTION] MIAMI , WE MISS YOU
530478330144096256	163730859	What cities should we come to ?	530478458888282112	1604280403	[MENTION] you better come to miami
530478330144096256	163730859	What cities should we come to ?	530479268384739328	858126522	[MENTION] PHOENIX
530478330144096256	163730859	What cities should we come to ?	530479357127835648	858126522	“ [MENTION] : What cities should we come to ? ” PHOENIX🌵
530478330144096256	163730859	What cities should we come to ?	530483323031011328	2541854413	[MENTION] s a c r a m e n t o
530480539716042752	1729841617	[MENTION] [MENTION] where's my follow bae	530490507911503872	1328060750	[MENTION] @ me next time bae
530489533918633984	1906234147	Imagine trying to swim in cream cheese . Probably hard af	530489641536086016	1604280403	[MENTION] true
530500205272399872	840897602	how to start an essay : [URL]	530500553286369280	2419851452	[MENTION] hope you don't mind if I use this
530517663387504640	278328390	How do I tell a waitress I like her	530517814336315392	326492577	[MENTION] write it on the receipt where you're supposed to write the tip
530517663387504640	278328390	How do I tell a waitress I like her	530517833240031232	326492577	[MENTION] tip **
530517663387504640	278328390	How do I tell a waitress I like her	530518046243586048	858126522	[MENTION] make out with her
530554676090241024	163730859	DMs tho	530557650707415040	1604280403	[MENTION] slide into mine
530557379780562944	379408088	Im stuck on the plane trying to get to my gate . I need to get to the livestream !!!!! Ill make it	530557506666635264	1604280403	[MENTION] you better
530583358603284480	2726065606	[MENTION] SOMETHING BIG IS REALLY HAPPENING !! (his song is going to get to |1 )go rate it |SomethingBigToNumber1 [URL]	530583846711218176	2726065606	[MENTION] it will happen !!!!!!!! 😬😬
530587067018133504	379408088	Givin away 2 tickets w/ meet & greets to each of my upcoming shows to lucky fans if we break top10 ! Tweet the link & |SomethingBigToNumber1	530587181266788352	1604280403	[MENTION] SHAWN I CANT STAY UP ANY LONGER FOR THIS😭
530587067018133504	379408088	Givin away 2 tickets w/ meet & greets to each of my upcoming shows to lucky fans if we break top10 ! Tweet the link & |SomethingBigToNumber1	530589791524769792	1604280403	[MENTION] I need to go to bed and I won't win anyway so why try
530639560330719232	1906234147	“ [MENTION] : [MENTION] MATT WHOS SIDE ARE YOU ON |latenightmatthewtalks ” idk they both have good music from what I've heard so 👍	530764953280462848	2398245474	[MENTION] [MENTION] OH MY FGOD CHEskA
530774040924127232	2482534992	When is saw that can and Lia kiss I started screaming and my mom was like I can't wait for you to get out of this phase like tf	530774402267619328	2482534992	[MENTION] uhh cam ** I hate when it makes that correction
530780272179281920	405728790	“ [MENTION] : Does the |ExpelledMovie come out in Austria too ? ❤ ️ [MENTION] x ” Yeah it'll be on iTunes (: [URL]	530780444673835008	2398245474	[MENTION] [MENTION] tnx
530780272179281920	405728790	“ [MENTION] : Does the |ExpelledMovie come out in Austria too ? ❤ ️ [MENTION] x ” Yeah it'll be on iTunes (: [URL]	530780564291604480	494502107	[MENTION] what is |ExpelledMovie rated ? 💕
530780486348853248	405728790	If you're International or even in the US you can watch [MENTION] from your phone ! ( : right here ! [URL] |ExpelledMovie	530780534859788288	2398245474	[MENTION] yay
530780841631162368	2398245474	Not even joking but Cameron can act I did not expect that	530781110528389120	405728790	[MENTION] haha thank you so much
530780918269874176	405728790	“ [MENTION] : [MENTION] [MENTION] POLAND ? |ExpelledMovie ” You can watch it EVERYWHERE & ANYWHERE (: [URL]	530786867319291904	2398245474	[MENTION] [MENTION] [MENTION] OSNSJAMSKNDKSMAMS
530781110528389120	405728790	[MENTION] haha thank you so much	530782862367154176	2398245474	[MENTION] I LOVE YOU
530781110528389120	405728790	[MENTION] haha thank you so much	531859655694110720	2398245474	[MENTION] y am I nice to u
530781110528389120	405728790	[MENTION] haha thank you so much	545246343644463104	2398245474	[MENTION] tb !!
530785166038667264	405728790	Thank you guys for the support , I can't thank you guys enough Thank you , Thank you , Thank you , Thank you 😘 you guys are the best . I love you	530785341750259712	2398245474	[MENTION] ILY
530818169850445824	405728790	. [MENTION] wow , thank you	530818213622587392	1729841617	[MENTION] [MENTION] hi
530818874640322560	405728790	WOOOOOOOOW MY FINAL CUT JUST CRASHED AND DELETED MY PROJECT	530819029112741888	2482534992	[MENTION] damn it can you announce it anyways
530818874640322560	405728790	WOOOOOOOOW MY FINAL CUT JUST CRASHED AND DELETED MY PROJECT	530819262349197312	2398245474	[MENTION] OMG
530818874640322560	405728790	WOOOOOOOOW MY FINAL CUT JUST CRASHED AND DELETED MY PROJECT	530819370046341120	2398245474	[MENTION] WHAT SHIT
530818874640322560	405728790	WOOOOOOOOW MY FINAL CUT JUST CRASHED AND DELETED MY PROJECT	530819512698814464	2398245474	[MENTION] LMAOSMSJSM R U OK
530820758008655872	405728790	Oh well too excited about [MENTION] hahahaha	530821014046121984	2482534992	[MENTION] [MENTION] watch it with me when it comes out
530820902330437632	405728790	I only spent 5 hours on it 😅 haha	530820933351923712	1729841617	[MENTION] lol
530820902330437632	405728790	I only spent 5 hours on it 😅 haha	530822522506211328	2398245474	[MENTION] dang :/
530824086901907456	405728790	GOT IT BACK 😍😍😍 ☺ ️ ☺ ️ ☺ ️	530824373805268992	2482534992	“ [MENTION] : I LOVE [MENTION] 😍😍😍 ☺ ️ ☺ ️ ☺ ️ ” I love you too babe 😘
530824086901907456	405728790	GOT IT BACK 😍😍😍 ☺ ️ ☺ ️ ☺ ️	530824818942152704	2398245474	[MENTION] YESSSSSS
530824387172126720	1396698397	Who remembers cameron losing to tyler 😂 that's real realistic	530824550578388992	2482534992	[MENTION] Taylor omg
530824387172126720	1396698397	Who remembers cameron losing to tyler 😂 that's real realistic	530829535571214336	2398245474	[MENTION] TAYLOR
530826784309121024	1396698397	.. [MENTION] keep it that way fuck boy get out of my mentions	530826955420356608	1604280403	“ [MENTION] : .. [MENTION] keep it that way fuck boy get out of my mentions ” TAYLOR😂😭😂😭😂😭😂
530826784309121024	1396698397	.. [MENTION] keep it that way fuck boy get out of my mentions	530826977088126976	1604280403	“ [MENTION] : .. [MENTION] keep it that way fuck boy get out of my mentions ”
530827922878128128	405728790	[MENTION] [MENTION] that's kind of mean :/ lets just settle our differences and be nice .... I'm sorry Tyler , I was very immature .	530829070456455168	2398245474	[MENTION] [MENTION] [MENTION] DONT APOLOGIZE
530827922878128128	405728790	[MENTION] [MENTION] that's kind of mean :/ lets just settle our differences and be nice .... I'm sorry Tyler , I was very immature .	530829875951968256	2482534992	[MENTION] [MENTION] [MENTION] this is why i am in love with cameron
530829283913003008	405728790	Following spree soon , who's ready ?! |ExpelledMovie [URL]	530829365454835712	2482534992	[MENTION] oh god I'm not gonna get a follow
530834068057755648	1906234147	living forever scares me	530834212988145664	1328060750	[MENTION] dieing soon scares me someday u will be gone and not here or see nothing
530835755586035712	2825905798	[MENTION] [MENTION] " thanks babe "	531244652427759616	2825905798	[MENTION] [MENTION] I still can't fucking believe this
530835864210132992	2825905798	[MENTION] [MENTION] it's ok Al	530837166344372224	405728790	. [MENTION] [MENTION] followed all of them (: " thanks babe " 😉😘
530837166344372224	405728790	. [MENTION] [MENTION] followed all of them (: " thanks babe " 😉😘	530837443311046656	2875104362	[MENTION] [MENTION] [MENTION] follow me pleaaaaseee !
